Nozzle_Capi,Katman_Yuksekligi,Nozzle_Sicakligi,Yatak_Sicakligi,Ortam_Sicakligi,Baski_Hizi,Filament_Tipi,Doluluk_Orani,Doluluk_Deseni,Utuleme,Destek_Tipi,Renk_Degisimi_Sayisi,Hata_Detayi,Baski_Durumu
0.4,0.08,274,95,38.0,195.0,PETG,49,Lightning,0,Yok,35,Ipliklenme,0
0.8,0.2,235,111,49.0,148.0,PLA,21,Cubic,1,Tree,19,Basarili,1
0.4,0.2,247,95,35.0,231.0,ABS,32,Gyroid,0,Yok,36,Basarili,1
0.4,0.28,260,89,59.0,218.0,ASA,49,Gyroid,1,Tree,7,Basarili,1
0.2,0.28,270,84,53.0,282.0,ASA,21,Lightning,1,Normal,13,Warping,0
0.4,0.2,272,98,30.0,142.0,PLA,63,Lightning,0,Normal,19,Basarili,1
0.4,0.08,228,78,33.0,166.0,ABS,18,Lightning,0,Tree,34,Warping,0
0.4,0.16,192,60,34.0,53.0,PETG,14,Lightning,0,Yok,24,Basarili,0
0.6,0.28,219,94,54.0,,PLA,82,Lightning,0,Tree,17,Basarili,1
0.8,0.28,224,96,26.0,216.0,PETG,85,Lightning,0,Yok,46,Basarili,1
0.4,0.28,246,80,48.0,56.0,TPU,90,Gyroid,0,Tree,20,Basarili,1
0.4,0.12,218,109,41.0,,ABS,22,Grid,0,Normal,36,Basarili,1
0.8,0.08,239,88,42.0,281.0,ASA,39,Gyroid,0,Normal,46,Warping,0
0.2,0.08,251,83,43.0,300.0,PLA,52,Gyroid,0,Yok,30,Basarili,1
0.2,0.08,241,74,54.0,134.0,ASA,62,Gyroid,0,Yok,5,Warping,0
0.4,0.08,203,44,29.0,368.0,PETG,22,Cubic,0,Normal,41,Tikanma,0
0.4,0.08,224,110,27.0,242.0,PETG,56,Grid,1,Yok,46,Basarili,1
0.4,0.2,217,113,31.0,172.0,TPU,34,Grid,0,Yok,19,Tikanma,0
0.8,0.28,247,113,48.0,138.0,PETG,41,Cubic,0,Yok,27,Ipliklenme,0
0.4,0.2,219,90,48.0,144.0,PETG,44,Grid,0,Normal,40,Basarili,1
0.4,0.12,279,96,42.0,424.0,ASA,10,Cubic,0,Yok,35,Basarili,0
0.4,0.16,196,97,45.0,349.0,ASA,83,Gyroid,0,Tree,39,Tikanma,0
0.4,0.28,228,75,56.0,407.0,PLA,39,Grid,0,Yok,25,Spagetti,0
0.4,0.12,258,49,51.0,94.0,PLA,30,Gyroid,0,Yok,12,Basarili,1
0.6,0.2,224,89,57.0,302.0,PETG,95,Lightning,0,Yok,48,Basarili,1
0.6,0.16,241,76,25.0,422.0,ABS,34,Gyroid,0,Yok,3,Warping,0
0.4,0.12,203,59,27.0,100.0,PLA,79,Grid,0,Tree,33,Basarili,1
0.8,0.16,252,52,36.0,,PETG,28,Gyroid,1,Yok,36,Ipliklenme,0
0.6,0.12,225,114,31.0,103.0,ASA,59,Gyroid,0,Yok,33,Warping,0
0.6,0.2,213,58,41.0,271.0,TPU,82,Cubic,0,Tree,15,Tikanma,0
0.2,0.16,229,95,33.0,121.0,ASA,91,Grid,0,Yok,22,Warping,0
0.2,0.12,218,84,53.0,425.0,ASA,13,Gyroid,1,Yok,22,Warping,0
0.4,0.2,242,99,38.0,217.0,TPU,66,Cubic,0,Yok,14,Tikanma,0
0.4,0.28,211,107,25.0,235.0,ASA,22,Grid,0,Yok,24,Warping,0
0.4,0.2,261,96,37.0,192.0,PLA,55,Lightning,0,Tree,28,Basarili,0
0.4,0.2,204,93,55.0,68.0,ASA,23,Gyroid,1,Tree,35,Basarili,1
0.6,0.28,258,76,56.0,59.0,TPU,73,Gyroid,0,Tree,14,Basarili,1
0.6,0.2,253,76,57.0,321.0,PETG,86,Gyroid,0,Tree,36,Basarili,1
0.8,0.28,193,53,34.0,220.0,PETG,37,Gyroid,0,Tree,34,Basarili,0
0.4,0.28,264,83,57.0,413.0,PETG,42,Gyroid,0,Tree,45,Ipliklenme,0
0.4,0.28,207,81,59.0,65.0,TPU,17,Lightning,0,Yok,38,Basarili,1
0.4,0.12,231,40,28.0,129.0,TPU,53,Lightning,0,Yok,46,Tikanma,0
0.4,0.16,219,62,25.0,333.0,PLA,77,Grid,1,Normal,36,Basarili,0
0.4,0.12,204,103,21.0,239.0,TPU,94,Grid,0,Yok,40,Tikanma,0
0.4,0.28,259,67,35.0,197.0,PETG,57,Cubic,1,Yok,27,Ipliklenme,0
0.4,0.16,244,43,20.0,212.0,TPU,5,Cubic,0,Tree,44,Tikanma,0
0.6,0.16,242,80,49.0,314.0,ABS,16,Cubic,0,Yok,29,Warping,0
0.4,0.28,205,99,52.0,409.0,ASA,28,Lightning,0,Normal,6,Tikanma,0
0.6,0.16,262,57,20.0,187.0,PLA,5,Grid,0,Yok,3,Basarili,1
0.4,0.16,223,102,58.0,350.0,PETG,72,Grid,1,Normal,6,Basarili,1
0.4,0.12,216,100,35.0,414.0,PETG,11,Lightning,0,Yok,32,Basarili,1
0.4,0.16,202,88,36.0,448.0,ABS,96,Grid,1,Yok,46,Tikanma,0
0.4,0.28,216,86,57.0,79.0,PLA,73,Gyroid,0,Tree,46,Basarili,1
0.4,0.08,262,78,37.0,353.0,ASA,43,Grid,0,Tree,17,Warping,0
0.4,0.08,258,45,41.0,217.0,PLA,36,Grid,0,Normal,14,Basarili,1
0.4,0.08,275,92,41.0,140.0,PLA,53,Gyroid,1,Normal,34,Basarili,1
0.4,0.28,220,64,54.0,140.0,PETG,35,Cubic,0,Tree,36,Basarili,1
0.4,0.08,192,104,50.0,260.0,TPU,83,Cubic,1,Yok,4,Tikanma,0
0.8,0.12,219,44,59.0,379.0,ASA,7,Cubic,1,Yok,47,Warping,0
0.4,0.28,210,104,46.0,349.0,PLA,51,Lightning,0,Yok,22,Basarili,1
0.6,0.28,195,47,55.0,223.0,ABS,19,Gyroid,1,Yok,9,Warping,0
0.4,0.28,221,78,23.0,183.0,PETG,55,Gyroid,0,Tree,24,Basarili,1
0.8,0.16,231,82,,422.0,TPU,86,Lightning,1,Normal,21,Tikanma,0
0.6,0.16,251,112,44.0,73.0,TPU,89,Gyroid,1,Normal,30,Ipliklenme,0
0.4,0.16,278,44,50.0,250.0,PETG,78,Grid,0,Normal,22,Ipliklenme,0
0.4,0.2,221,43,33.0,268.0,PLA,25,Cubic,0,Tree,27,Basarili,1
0.6,0.12,275,40,49.0,56.0,PETG,94,Gyroid,1,Yok,44,Ipliklenme,0
0.4,0.28,277,95,31.0,55.0,TPU,45,Gyroid,0,Normal,14,Ipliklenme,0
0.4,0.28,228,84,46.0,167.0,TPU,7,Cubic,0,Yok,39,Tikanma,0
0.2,0.16,253,104,43.0,210.0,ABS,5,Lightning,0,Tree,6,Basarili,1
0.6,0.28,219,42,49.0,134.0,ABS,25,Cubic,0,Tree,45,Warping,0
0.6,0.28,252,61,37.0,415.0,TPU,79,Lightning,1,Tree,37,Ipliklenme,0
0.4,0.08,220,111,33.0,297.0,ABS,84,Lightning,0,Yok,39,Warping,0
0.4,0.28,276,95,38.0,215.0,ABS,25,Grid,1,Yok,14,Basarili,1
0.4,0.2,229,57,41.0,194.0,ABS,79,Cubic,0,Tree,48,Warping,0
0.4,0.16,222,64,45.0,80.0,TPU,99,Gyroid,0,Tree,4,Basarili,1
0.8,0.12,252,87,26.0,444.0,PLA,53,Lightning,0,Yok,11,Basarili,1
0.4,0.12,214,70,47.0,269.0,PLA,69,Grid,1,Yok,12,Basarili,1
0.2,0.08,225,69,57.0,182.0,ASA,45,Cubic,0,Yok,2,Warping,0
0.4,0.12,213,105,24.0,113.0,ABS,71,Lightning,0,Yok,18,Warping,0
0.6,0.12,247,49,55.0,125.0,PLA,46,Grid,1,Tree,25,Basarili,1
0.2,0.16,228,110,37.0,180.0,ASA,73,Gyroid,1,Yok,29,Basarili,1
0.4,0.16,235,98,33.0,361.0,PETG,61,Lightning,1,Tree,27,Basarili,1
0.4,0.2,266,90,42.0,368.0,ABS,47,Lightning,1,Yok,14,Basarili,1
0.4,0.08,199,48,33.0,410.0,PLA,16,Gyroid,1,Yok,17,Tikanma,0
0.4,0.12,276,93,51.0,87.0,PLA,82,Gyroid,1,Yok,6,Basarili,1
0.4,0.2,271,101,24.0,103.0,PLA,68,Gyroid,0,Normal,13,Basarili,1
0.4,0.08,221,48,41.0,179.0,ASA,55,Lightning,0,Tree,23,Warping,0
0.8,0.12,225,48,47.0,267.0,PETG,77,Grid,0,Normal,23,Basarili,1
0.6,0.12,217,63,31.0,,ABS,64,Grid,1,Normal,10,Warping,0
0.8,0.16,205,78,37.0,295.0,PLA,75,Gyroid,0,Yok,38,Tikanma,0
0.4,0.28,205,114,55.0,189.0,TPU,84,Grid,1,Yok,42,Tikanma,0
0.8,0.08,207,47,50.0,345.0,ABS,32,Gyroid,0,Yok,39,Tikanma,0
0.4,0.12,197,64,32.0,307.0,TPU,75,Gyroid,1,Yok,9,Tikanma,0
0.4,0.08,269,105,39.0,154.0,ASA,18,Cubic,0,Normal,42,Basarili,1
0.2,0.2,264,49,55.0,430.0,PLA,36,Grid,1,Yok,32,Basarili,1
0.2,0.2,259,63,26.0,385.0,ABS,12,Lightning,0,Yok,19,Basarili,1
0.4,0.28,190,98,42.0,234.0,ABS,31,Cubic,1,Yok,41,Basarili,0
0.4,0.12,251,70,53.0,352.0,PLA,54,Gyroid,0,Yok,38,Basarili,1
0.4,0.16,265,50,51.0,293.0,PETG,63,Cubic,0,Tree,21,Ipliklenme,0
0.4,0.12,227,45,40.0,213.0,ASA,61,Gyroid,0,Yok,34,Warping,0
0.4,0.08,234,109,25.0,181.0,PLA,7,Gyroid,0,Yok,27,Basarili,1
0.4,0.2,247,71,35.0,252.0,ABS,31,Gyroid,0,Normal,35,Warping,0
0.4,0.08,270,78,54.0,259.0,PETG,98,Grid,1,Yok,29,Ipliklenme,0
0.6,0.28,190,87,,396.0,ABS,38,Gyroid,0,Tree,5,Tikanma,0
0.6,0.2,221,52,30.0,150.0,TPU,30,Gyroid,0,Tree,0,Tikanma,0
0.4,0.16,197,98,51.0,435.0,ABS,44,Grid,0,Yok,3,Tikanma,0
0.4,0.2,229,106,,320.0,ASA,90,Grid,0,Yok,24,Warping,0
0.4,0.12,245,95,43.0,98.0,PLA,36,Gyroid,1,Normal,38,Basarili,0
0.6,0.12,252,80,58.0,417.0,ABS,45,Grid,0,Normal,10,Warping,0
0.4,0.2,277,95,50.0,288.0,TPU,6,Lightning,1,Tree,37,Ipliklenme,0
0.4,0.28,263,74,36.0,264.0,TPU,76,Lightning,1,Yok,36,Ipliklenme,0
0.2,0.12,263,77,44.0,340.0,PLA,11,Gyroid,1,Yok,11,Basarili,1
0.4,0.12,225,106,28.0,421.0,TPU,23,Cubic,0,Normal,28,Tikanma,0
0.4,0.16,278,73,41.0,399.0,PLA,37,Grid,1,Tree,33,Basarili,0
0.6,0.2,246,109,54.0,329.0,ASA,6,Cubic,0,Tree,17,Basarili,1
0.4,0.12,263,50,56.0,365.0,PLA,71,Lightning,0,Tree,8,Basarili,1
0.4,0.28,272,66,36.0,126.0,PETG,96,Gyroid,0,Yok,45,Ipliklenme,0
0.6,0.08,234,87,47.0,353.0,TPU,82,Lightning,0,Tree,11,Tikanma,0
0.6,0.2,268,63,20.0,200.0,TPU,19,Grid,1,Yok,8,Ipliklenme,0
0.4,0.16,269,57,28.0,445.0,ABS,25,Grid,0,Yok,0,Warping,0
0.4,0.12,191,66,32.0,346.0,PETG,82,Gyroid,1,Yok,6,Tikanma,0
0.4,0.28,257,93,51.0,206.0,ABS,63,Grid,0,Tree,38,Basarili,1
0.8,0.2,239,94,47.0,247.0,PLA,86,Grid,1,Yok,41,Basarili,1
0.4,0.28,218,60,50.0,433.0,ASA,43,Grid,0,Tree,33,Warping,0
0.8,0.28,270,98,27.0,336.0,TPU,24,Cubic,1,Yok,31,Ipliklenme,0
0.4,0.16,199,73,27.0,,ASA,5,Gyroid,1,Tree,27,Warping,0
0.4,0.2,216,97,53.0,58.0,PLA,77,Gyroid,0,Yok,25,Basarili,1
0.2,0.12,204,87,42.0,181.0,PLA,13,Gyroid,0,Tree,35,Basarili,1
0.4,0.16,249,93,29.0,126.0,PETG,55,Grid,1,Normal,39,Ipliklenme,0
0.4,0.12,220,57,56.0,275.0,ABS,42,Grid,0,Yok,13,Warping,0
0.4,0.08,210,42,44.0,180.0,TPU,97,Grid,0,Yok,44,Tikanma,0
0.4,0.28,249,63,52.0,425.0,TPU,19,Gyroid,1,Normal,30,Ipliklenme,0
0.8,0.08,247,40,23.0,139.0,ASA,88,Cubic,0,Yok,15,Warping,0
0.4,0.28,230,45,26.0,166.0,PETG,45,Lightning,0,Yok,38,Basarili,1
0.6,0.16,235,58,52.0,159.0,PLA,98,Gyroid,0,Normal,41,Basarili,1
0.2,0.12,234,82,21.0,426.0,PETG,51,Gyroid,0,Tree,10,Basarili,1
0.4,0.12,215,47,,403.0,TPU,30,Cubic,0,Yok,10,Tikanma,0
0.4,0.16,240,108,24.0,320.0,ABS,58,Lightning,1,Normal,37,Warping,0
0.4,0.2,225,91,36.0,441.0,ASA,74,Lightning,1,Normal,11,Basarili,1
0.8,0.08,241,112,,276.0,PLA,43,Grid,0,Tree,41,Basarili,0
0.4,0.08,270,86,31.0,293.0,PLA,21,Lightning,0,Tree,8,Basarili,1
0.2,0.12,240,67,54.0,357.0,PLA,74,Grid,0,Yok,21,Basarili,0
0.4,0.12,192,85,40.0,104.0,ABS,96,Gyroid,1,Tree,37,Warping,0
0.4,0.12,203,43,40.0,86.0,TPU,13,Cubic,0,Yok,8,Tikanma,0
0.4,0.16,238,47,21.0,437.0,TPU,95,Gyroid,1,Yok,2,Tikanma,0
0.6,0.2,266,100,40.0,104.0,PETG,50,Lightning,0,Yok,38,Ipliklenme,0
0.6,0.08,190,56,34.0,61.0,PETG,10,Gyroid,0,Tree,34,Basarili,1
0.4,0.28,246,73,30.0,234.0,TPU,72,Cubic,0,Tree,29,Ipliklenme,0
0.4,0.16,206,59,29.0,286.0,PLA,20,Cubic,0,Tree,25,Tikanma,0
0.4,0.08,239,113,37.0,342.0,ABS,91,Grid,0,Normal,7,Basarili,1
0.4,0.2,203,73,42.0,253.0,TPU,91,Gyroid,1,Yok,31,Tikanma,0
0.4,0.16,248,82,,260.0,ABS,33,Cubic,1,Yok,21,Warping,0
0.4,0.08,270,49,45.0,275.0,ASA,45,Cubic,1,Yok,7,Warping,0
0.4,0.16,192,69,21.0,56.0,PLA,72,Cubic,0,Normal,44,Basarili,0
0.4,0.08,229,64,58.0,269.0,ASA,66,Cubic,0,Tree,1,Warping,0
0.2,0.08,278,96,26.0,360.0,TPU,44,Lightning,0,Yok,13,Ipliklenme,0
0.4,0.2,255,102,43.0,77.0,PETG,66,Gyroid,0,Normal,4,Ipliklenme,0
0.4,0.28,223,110,58.0,342.0,TPU,28,Gyroid,0,Normal,12,Tikanma,0
0.4,0.2,279,86,51.0,261.0,ASA,10,Gyroid,0,Tree,22,Warping,0
0.6,0.08,198,42,45.0,238.0,ABS,44,Lightning,1,Yok,12,Warping,0
0.2,0.16,273,85,,124.0,TPU,74,Lightning,0,Normal,18,Ipliklenme,0
0.4,0.2,210,75,33.0,291.0,PETG,62,Cubic,1,Yok,23,Basarili,1
0.4,0.28,214,65,48.0,163.0,ASA,18,Lightning,1,Yok,34,Warping,0
0.6,0.08,233,49,44.0,216.0,TPU,82,Grid,0,Yok,13,Tikanma,0
0.4,0.2,214,73,50.0,155.0,ASA,49,Lightning,1,Yok,3,Warping,0
0.4,0.2,198,47,21.0,200.0,ASA,10,Cubic,0,Normal,25,Warping,0
0.4,0.2,251,94,21.0,415.0,PLA,27,Gyroid,0,Normal,9,Basarili,1
0.6,0.2,215,49,42.0,133.0,ABS,66,Lightning,0,Tree,37,Warping,0
0.8,0.16,246,96,30.0,261.0,PLA,88,Gyroid,0,Tree,37,Basarili,1
0.4,0.28,226,84,48.0,316.0,ASA,21,Gyroid,0,Yok,33,Warping,0
0.6,0.28,205,89,54.0,371.0,PETG,88,Grid,0,Tree,33,Tikanma,0
0.8,0.08,226,103,28.0,318.0,PETG,74,Grid,1,Tree,18,Basarili,1
0.8,0.12,265,41,,226.0,PLA,32,Lightning,1,Normal,2,Basarili,1
0.4,0.16,213,84,49.0,320.0,PETG,17,Gyroid,0,Yok,35,Basarili,1
0.4,0.08,215,101,34.0,361.0,ASA,33,Cubic,0,Yok,3,Basarili,1
0.4,0.08,209,53,33.0,231.0,TPU,49,Gyroid,0,Tree,25,Tikanma,0
0.6,0.2,198,113,36.0,208.0,ASA,24,Gyroid,0,Yok,10,Basarili,1
0.4,0.12,276,54,41.0,238.0,TPU,62,Grid,0,Yok,2,Ipliklenme,0
0.4,0.12,218,53,,235.0,PETG,85,Grid,0,Yok,48,Basarili,1
0.4,0.16,220,70,36.0,358.0,ABS,58,Grid,0,Yok,8,Warping,0
0.6,0.12,208,68,35.0,295.0,ABS,68,Grid,0,Tree,45,Tikanma,0
0.6,0.08,209,66,27.0,366.0,ASA,56,Lightning,0,Tree,1,Tikanma,0
0.4,0.12,276,48,,433.0,ASA,47,Lightning,0,Yok,13,Warping,0
0.6,0.12,216,59,50.0,91.0,PETG,91,Gyroid,0,Yok,2,Basarili,1
0.4,0.28,274,97,31.0,334.0,ABS,22,Lightning,1,Yok,1,Warping,0
0.6,0.08,233,88,52.0,349.0,ABS,88,Cubic,1,Yok,21,Warping,0
0.4,0.12,224,96,,438.0,ASA,58,Gyroid,0,Yok,28,Warping,0
0.4,0.12,260,55,44.0,418.0,ABS,64,Gyroid,0,Tree,32,Warping,0
0.8,0.2,211,114,57.0,411.0,ASA,75,Cubic,0,Yok,35,Basarili,0
0.4,0.12,263,47,37.0,343.0,PLA,5,Gyroid,0,Normal,9,Basarili,1
0.6,0.12,276,106,38.0,230.0,ABS,41,Cubic,1,Yok,46,Basarili,0
0.4,0.28,204,58,22.0,420.0,TPU,53,Grid,0,Yok,43,Spagetti,0
0.4,0.08,202,106,54.0,435.0,PETG,39,Grid,1,Yok,37,Tikanma,0
0.4,0.16,193,75,24.0,414.0,ASA,71,Grid,0,Normal,20,Tikanma,0
0.4,0.08,271,99,54.0,231.0,ABS,39,Cubic,1,Yok,30,Basarili,1
0.4,0.2,245,75,46.0,389.0,ABS,97,Lightning,0,Tree,34,Warping,0
0.2,0.08,212,50,56.0,267.0,ASA,13,Lightning,0,Yok,2,Warping,0
0.4,0.12,223,90,40.0,212.0,TPU,41,Gyroid,0,Normal,18,Tikanma,0
0.2,0.2,206,94,35.0,95.0,ABS,64,Grid,1,Tree,21,Basarili,1
0.8,0.08,217,93,47.0,141.0,PLA,60,Grid,0,Normal,19,Basarili,1
0.8,0.2,203,56,44.0,154.0,PETG,93,Gyroid,0,Normal,35,Basarili,1
0.4,0.16,223,101,,256.0,ASA,16,Grid,1,Yok,18,Basarili,1
0.6,0.08,264,81,36.0,377.0,ABS,75,Grid,0,Tree,45,Warping,0
0.4,0.12,246,63,49.0,188.0,PETG,75,Cubic,0,Normal,3,Basarili,1
0.4,0.2,266,56,23.0,78.0,ASA,8,Gyroid,1,Yok,31,Warping,0
0.6,0.28,244,87,21.0,300.0,ASA,65,Cubic,0,Yok,7,Warping,0
0.8,0.2,255,109,28.0,240.0,ASA,49,Grid,0,Normal,25,Warping,0
0.4,0.28,226,46,50.0,96.0,TPU,99,Grid,0,Yok,0,Tikanma,0
0.6,0.12,257,53,44.0,416.0,PLA,54,Gyroid,0,Tree,25,Basarili,1
0.4,0.16,265,50,56.0,300.0,ASA,54,Grid,0,Yok,46,Warping,0
0.8,0.28,215,51,55.0,312.0,TPU,78,Lightning,0,Yok,42,Tikanma,0
0.2,0.16,250,44,24.0,422.0,ASA,52,Cubic,0,Yok,8,Warping,0
0.4,0.2,256,44,43.0,113.0,ASA,27,Cubic,0,Yok,34,Warping,0
0.4,0.12,273,59,43.0,387.0,TPU,94,Lightning,1,Yok,17,Ipliklenme,0
0.4,0.28,263,93,48.0,369.0,PLA,91,Gyroid,1,Normal,18,Basarili,1
0.4,0.2,241,94,50.0,,PETG,97,Gyroid,1,Tree,47,Basarili,1
0.8,0.08,207,97,56.0,317.0,ABS,12,Grid,0,Tree,15,Tikanma,0
0.4,0.2,242,69,38.0,,ASA,87,Gyroid,1,Yok,27,Warping,0
0.4,0.16,252,63,42.0,341.0,PLA,33,Lightning,0,Yok,2,Basarili,1
0.4,0.12,242,112,54.0,78.0,ABS,47,Gyroid,0,Yok,17,Basarili,1
0.4,0.12,216,42,25.0,188.0,ASA,57,Grid,0,Tree,12,Warping,0
0.4,0.2,220,87,25.0,134.0,ABS,10,Lightning,1,Tree,26,Warping,0
0.4,0.08,190,110,,123.0,TPU,97,Grid,0,Yok,39,Tikanma,0
0.4,0.16,195,61,49.0,300.0,PLA,28,Cubic,0,Yok,38,Tikanma,0
0.4,0.2,200,53,20.0,273.0,PLA,78,Cubic,1,Tree,23,Tikanma,0
0.4,0.2,223,87,27.0,96.0,PETG,18,Gyroid,1,Yok,28,Basarili,1
0.6,0.12,273,68,47.0,130.0,PETG,56,Lightning,0,Tree,21,Ipliklenme,0
0.6,0.16,252,89,44.0,170.0,ABS,74,Lightning,0,Tree,25,Warping,0
0.2,0.08,242,49,52.0,92.0,TPU,8,Lightning,0,Tree,19,Tikanma,0
0.4,0.12,274,110,57.0,195.0,ABS,62,Grid,0,Yok,23,Basarili,1
0.4,0.2,274,66,33.0,123.0,ASA,83,Lightning,1,Yok,11,Warping,0
0.2,0.12,207,67,30.0,102.0,PLA,41,Gyroid,1,Yok,17,Basarili,1
0.4,0.12,210,48,21.0,282.0,ABS,52,Cubic,0,Tree,46,Warping,0
0.4,0.28,208,110,49.0,344.0,ABS,43,Gyroid,0,Yok,11,Tikanma,0
0.4,0.12,193,65,49.0,412.0,PLA,96,Cubic,0,Yok,37,Tikanma,0
0.4,0.12,266,47,23.0,249.0,PLA,70,Cubic,0,Yok,31,Basarili,1
0.2,0.16,271,41,32.0,211.0,PETG,17,Gyroid,0,Yok,48,Basarili,1
0.6,0.12,218,96,26.0,86.0,PETG,70,Cubic,0,Tree,22,Basarili,1
0.8,0.08,214,91,57.0,146.0,PLA,64,Cubic,0,Tree,3,Basarili,1
0.4,0.2,245,97,,98.0,ABS,45,Grid,0,Tree,11,Basarili,1
0.4,0.16,266,42,28.0,433.0,ASA,36,Gyroid,1,Tree,16,Basarili,1
0.6,0.12,252,47,33.0,59.0,ABS,56,Gyroid,0,Yok,20,Warping,0
0.8,0.08,216,98,30.0,89.0,ASA,9,Gyroid,0,Normal,36,Warping,0
0.4,0.2,249,41,,,PLA,71,Cubic,0,Yok,28,Basarili,1
0.2,0.16,272,101,,155.0,ASA,70,Lightning,0,Yok,5,Warping,0
0.2,0.08,238,88,38.0,,PETG,82,Lightning,1,Yok,46,Basarili,1
0.4,0.12,254,59,,213.0,PLA,56,Cubic,0,Tree,27,Basarili,1
0.4,0.28,227,68,26.0,307.0,TPU,53,Lightning,1,Yok,7,Tikanma,0
0.2,0.28,272,56,,260.0,ASA,33,Lightning,0,Tree,30,Warping,0
0.4,0.16,241,113,22.0,251.0,ASA,42,Cubic,0,Tree,19,Warping,0
0.2,0.08,190,61,,244.0,TPU,74,Gyroid,0,Yok,15,Tikanma,0
0.6,0.2,229,45,37.0,102.0,TPU,12,Grid,1,Yok,12,Basarili,1
0.4,0.08,270,101,52.0,196.0,PLA,63,Gyroid,1,Tree,14,Basarili,1
0.2,0.28,210,70,56.0,331.0,ABS,59,Gyroid,0,Yok,12,Warping,0
0.4,0.16,275,101,47.0,359.0,TPU,6,Gyroid,0,Tree,46,Ipliklenme,0
0.4,0.12,204,51,55.0,,ASA,30,Grid,0,Yok,1,Tikanma,0
0.8,0.08,239,51,35.0,100.0,TPU,67,Gyroid,1,Tree,19,Basarili,1
0.4,0.28,237,102,34.0,163.0,PLA,21,Lightning,0,Tree,27,Basarili,0
0.4,0.2,221,55,48.0,,PLA,63,Grid,0,Yok,17,Basarili,1
0.6,0.16,238,64,37.0,169.0,ASA,92,Lightning,1,Yok,6,Warping,0
0.4,0.12,257,61,38.0,238.0,ASA,99,Grid,0,Yok,20,Warping,0
0.8,0.08,234,57,48.0,95.0,ASA,20,Lightning,1,Yok,40,Warping,0
0.4,0.2,221,84,25.0,292.0,ABS,62,Gyroid,1,Normal,38,Warping,0
0.4,0.12,193,107,46.0,360.0,ASA,68,Gyroid,1,Yok,8,Tikanma,0
0.2,0.28,254,51,26.0,99.0,PLA,54,Gyroid,1,Tree,43,Basarili,1
0.4,0.28,260,88,46.0,380.0,PLA,89,Lightning,0,Tree,9,Basarili,1
0.6,0.2,262,72,38.0,60.0,TPU,30,Lightning,0,Tree,30,Ipliklenme,0
0.6,0.28,254,102,36.0,445.0,ASA,21,Cubic,0,Yok,41,Spagetti,0
0.4,0.16,269,57,30.0,97.0,ABS,50,Lightning,1,Yok,12,Warping,0
0.4,0.2,207,93,24.0,426.0,PETG,72,Grid,0,Tree,4,Tikanma,0
0.6,0.28,243,66,21.0,,TPU,54,Gyroid,0,Tree,39,Tikanma,0
0.8,0.08,236,64,31.0,57.0,ABS,47,Grid,1,Yok,41,Warping,0
0.2,0.28,195,73,30.0,,ASA,52,Cubic,1,Yok,37,Warping,0
0.4,0.16,255,99,29.0,264.0,ABS,72,Cubic,0,Yok,42,Warping,0
0.4,0.12,198,93,,419.0,PETG,23,Lightning,0,Tree,35,Tikanma,0
0.6,0.12,257,44,26.0,294.0,ABS,29,Gyroid,0,Tree,1,Basarili,1
0.2,0.28,212,75,,103.0,PETG,76,Grid,0,Yok,5,Basarili,1
0.4,0.12,232,93,32.0,322.0,PETG,22,Cubic,0,Normal,12,Basarili,1
0.6,0.28,240,75,24.0,438.0,PETG,55,Cubic,0,Yok,28,Spagetti,0
0.2,0.16,261,108,27.0,,ABS,22,Grid,0,Tree,43,Warping,0
0.4,0.12,214,78,20.0,58.0,ASA,62,Cubic,0,Tree,13,Warping,0
0.4,0.08,269,109,24.0,,PLA,68,Grid,0,Tree,29,Basarili,0
0.4,0.28,224,43,30.0,171.0,PLA,75,Gyroid,1,Normal,24,Basarili,1
0.4,0.12,206,113,29.0,163.0,ABS,61,Lightning,0,Yok,39,Warping,0
0.4,0.16,207,104,34.0,,ASA,21,Grid,0,Tree,34,Warping,0
0.4,0.16,216,79,58.0,388.0,PLA,63,Gyroid,0,Tree,36,Basarili,1
0.4,0.08,204,76,48.0,70.0,PETG,71,Grid,1,Normal,6,Basarili,1
0.6,0.16,270,106,44.0,257.0,ABS,90,Cubic,1,Yok,49,Basarili,0
0.6,0.16,258,70,25.0,82.0,ABS,19,Gyroid,0,Yok,37,Warping,0
0.4,0.12,269,86,30.0,182.0,TPU,99,Grid,1,Yok,17,Ipliklenme,0
0.4,0.28,204,66,,240.0,TPU,30,Gyroid,0,Yok,7,Tikanma,0
0.4,0.2,231,90,34.0,75.0,TPU,52,Grid,0,Yok,6,Basarili,1
0.4,0.16,223,59,35.0,413.0,ASA,18,Grid,0,Yok,33,Warping,0
0.4,0.16,237,52,21.0,138.0,ABS,85,Gyroid,0,Tree,35,Warping,0
0.4,0.2,272,102,,141.0,TPU,13,Gyroid,0,Normal,40,Ipliklenme,0
0.2,0.16,197,83,,82.0,ABS,11,Gyroid,0,Yok,47,Warping,0
0.2,0.12,199,63,57.0,287.0,PETG,95,Cubic,0,Yok,9,Tikanma,0
0.4,0.12,194,42,40.0,67.0,TPU,96,Lightning,0,Tree,39,Basarili,1
0.4,0.2,237,49,30.0,323.0,ABS,59,Grid,0,Yok,28,Warping,0
0.4,0.16,215,104,22.0,338.0,ASA,16,Grid,0,Tree,15,Warping,0
